ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.15,True,-0.4474718056108072,2.5720649668707346e-10,0.05270461970235217,0.6526776790832343,0.5020880149978063,0.12329586460220611,0.14486942666168864,0.20927578906880878,0.06771989766772601,6.2827277066824285
