ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,0.07500000000000001,True,-0.4967530045368186,2.704081811297859e-09,0.011522947452080257,0.7807621361688293,0.5227470199050595,0.3203145841308935,0.19382472546974214,0.35917705700564106,-0.1490876220644546,3.14153495972533,8.001126797706037e-05,3.14318458751839
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,0.07500000000000001,True,-0.46218789032228513,5.638762879107831e-10,0.0026111479579380833,0.6988925783649031,0.5087266200889272,0.14650727921296205,0.16484926747232437,0.18393921216070996,-0.1971833064244201,3.1415869605845765,3.215689094235525,3.1401669571472803
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.07500000000000001,0.07500000000000001,True,-0.49120657735307505,1.6952227890298155e-09,0.002896470776892312,0.7704365857543503,0.5193144071471479,0.12188185040778651,-0.3450859868733011,0.1874488991916915,0.3203439083975802,1.9484390047585054,3.141106828303879,4.118770934368811,5.280523553879397
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.07500000000000001,0.07500000000000001,True,-0.47725524392804175,2.8509825708887494e-09,0.045647834297107344,0.7306242120048256,0.5089988932556591,-0.23013320261210857,0.16293488073471282,0.24575944103775477,0.10646688879419518,5.358301951033141,3.140742560371596,2.106541898077796,3.246843943892601
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,-0.07500000000000001,0.07500000000000001,True,-0.47174722873873254,1.9558183263764482e-09,0.054685726974379116,0.7147967888100443,0.5074272195036497,0.1029679478420278,0.15711698697947396,0.2355119241905256,0.08755413389450088,0.9804487351484749,3.139601055434141,3.6048755496725184,4.203065541721008,3.2278315055292333
