ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.07500000000000001,0.07500000000000001,True,-0.46521897870356577,1.7653711753378005e-09,0.03237258378942146,0.6938681482979852,0.5146062026174597,0.23399204932092807,0.16679219803804776,0.2841389658101594,-0.10183889240374629,3.141637117301041,0.0010145341264756087,3.143629833120187
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.07500000000000001,0.07500000000000001,True,-0.46166735906029005,2.5441576078840355e-09,0.002326534700267978,0.7059296386512408,0.5155680585682302,0.22127462753099778,0.18357413463819663,0.1903559652159359,-0.24439535817465552,3.1416618985140192,3.159665382831148,3.1402671785919987
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,0.07500000000000001,0.07500000000000001,False,-0.46910538637899707,0.0003189276421357624,0.004131357572356667,0.7131718258665696,0.5173179019223914,0.11203100629297194,-0.19999995866969722,0.1782992334112887,0.22999993399946292,1.9712602298024031,3.1463505147534225,3.9000363305287116,4.900003455694404
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,0.07500000000000001,0.07500000000000001,True,-0.4608151596501779,4.170434718534611e-09,0.06183348104236642,0.6903583053040314,0.5087161945755045,-0.18473380824929925,0.15979478430792743,0.2220347411366546,0.10742956385728102,5.355715025788318,3.1406449329419237,2.1445561151964667,3.219307852026838
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,0.07500000000000001,0.07500000000000001,True,-0.45853575122103163,4.377164127017594e-09,0.0560259680042964,0.6848592133775747,0.5087458048043175,0.001411628154128708,0.16011571889908455,0.21345353589445187,0.1150577975585485,0.8920017928702091,3.140636469788091,1.9891363433965459,4.100450026024266,3.2369577569529393
