ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,0.07500000000000001,True,-0.4410691246517147,1.7673063454181559e-09,0.08402322881104315,0.6335381388353699,0.49836027881586287,0.10297133951797002,0.1338721399341073,0.18426073857404612,-0.05628445970368518,3.1412933769207303,0.0005266164678621322,3.1321137506104595
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.3,0.07500000000000001,True,-0.4803926975014452,1.6186681876779648e-09,0.001675168918470683,0.7736319194477758,0.5205721321421686,0.34439146049473074,0.22008170404501431,0.20954479072007454,-0.3566300360636816,3.1417347255118453,3.1536216278163334,3.1428923666008353
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,0.3,0.07500000000000001,True,-0.4470860868892025,1.2128328651781225e-09,0.006283568827948562,0.6593519212728873,0.5065227758368823,0.12911648916111773,-0.1704636096227322,0.1604266551398031,0.21117826398957565,1.7898991115810021,3.13675078256905,4.106497659197939,5.122137922939421
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,0.3,0.07500000000000001,False,-0.4686159671427535,8.237738103443537e-08,0.05385369605743504,0.7093313236790122,0.5091562624100041,-0.20753406965235077,0.1616157194466952,0.0010003334961531745,0.10667511436039842,5.355138621396657,3.1402200231924584,3.690402738065374,3.2594486368769675
