ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,0.07500000000000001,True,-0.5176511700610723,2.426457397782849e-09,0.009207894970328244,0.8358149399862969,0.5240173593550135,0.34997282397296303,0.20413335659690235,0.3860958463500465,-0.16752256985713646,3.141638427699279,0.0004543621323566135,3.1423478433368883
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.15,0.07500000000000001,True,-0.464373145328913,1.7281495390672166e-09,0.00249609476991438,0.702202802046447,0.5062221933648507,0.1307820690729481,0.15897709211590955,0.18343159921030017,-0.18555839659612164,3.141873484814367,3.2191708108452146,3.14090856992485
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.15,0.07500000000000001,True,-0.5050801194434187,2.7690303967143485e-09,0.002450465421944257,0.8046517845694694,0.5188825673912368,0.12188487212920107,-0.36758758761979426,0.1905143073180914,0.334390833806339,1.9502092539284848,3.1406969596694116,4.117729919288516,5.287629871425134
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.15,0.07500000000000001,False,-0.4686167582196663,2.2902042310529173e-08,0.05378209259935097,0.7093188446655271,0.5091636107319623,-0.20726246747657695,0.1616344130159575,0.0010099300405987943,0.10733796145396218,5.356513198803331,3.14049706052545,0.5585860141702357,3.249706987795152
