ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.22499999999999998,0.14999999999999997,True,-0.5496259935915097,2.1944846347759128e-09,0.008112699959808671,0.9146390557598281,0.5224792276007786,0.3875693481072701,0.2125096101549452,0.4120147457657991,-0.18132959987250458,3.1417295193203554,0.00013696164994278186,3.14165872508156
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.14999999999999997,True,-0.4649583213583247,9.054437538396507e-10,0.002669228523413584,0.7002809345891965,0.5022056572997197,0.10765991412417097,0.1498252129526601,0.1798436038908607,-0.1612175685177576,3.141849635151782,3.2260357931206376,3.1408215914976787
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.14999999999999997,True,-0.532187477603342,4.157584643904088e-09,0.0019873733950165288,0.87127976256109,0.5165302936887262,0.129540571945227,-0.41284866647982904,0.19582488211789084,0.35678184051099926,1.9456320402479756,3.1397236976751817,4.108133199966881,5.2979742026559355
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.22499999999999998,0.14999999999999997,False,-0.47315522879613997,5.261815157254975e-08,0.04691316122988264,0.7225649269016071,0.5098701504000106,-0.22803494766917762,0.16519608924376866,0.0010079243377082159,0.0012152289082971723,0.8738978883590973,3.142020193055083,2.567606005505757,1.674411101675355
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,-0.22499999999999998,0.14999999999999997,True,-0.48786097021073505,3.924811324392043e-09,0.02724995440106122,0.754483371150093,0.5036295040939728,0.07017516477007137,0.1525829270669932,0.2580356093715216,0.06302093064269175,5.276984092438343,3.1414715078373496,2.6839350599656093,2.0240635653401293,3.2976218856498205
