ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.22499999999999998,-0.07500000000000001,True,-0.5272388921512796,1.0780851768889772e-09,0.007789562086087592,0.8617667843514134,0.5253004687579994,0.33929360777031375,0.20988191374337492,0.39334607706243707,-0.18131852360930248,3.1415858800860694,6.441367505337276e-05,3.142643820647149
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,-0.07500000000000001,True,-0.47287012526045824,2.762309713328906e-09,0.0019622737229542477,0.726515677819979,0.5081695093214299,0.14451065015922446,0.16480781098718894,0.19231788201326105,-0.21576786939455966,3.1419079139204413,3.2212286421986405,3.139823300312592
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,-0.07500000000000001,True,-0.5012744846739371,1.5938728156113512e-09,0.0032946019125647285,0.7899235441182914,0.5174179300364851,0.10161316826215541,-0.32359352465545255,0.18353307167272828,0.3186888866239349,1.9654132724772684,3.141268111864516,4.138182569384453,5.281813147664642
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.22499999999999998,-0.07500000000000001,True,-0.4889993211649176,4.786996919775965e-09,0.025238818113820307,0.7602904483442645,0.5117345995786329,-0.21972927242933238,0.17102829937882846,0.24660544013156577,0.001918421201031667,5.451821799638999,3.141291035465578,2.1727311221226286,1.6593485329893756
