ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,0.14999999999999997,True,-0.525234778862042,1.8026765059605993e-09,0.009308054794042713,0.8539468644914239,0.5228144331469848,0.36870161360778086,0.20505637313792466,0.3936054539853439,-0.16747641702899432,3.141466938976443,0.00035195191807956526,3.1413123560895007
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.15,0.14999999999999997,True,-0.46203822826523705,2.2327013622983513e-09,0.0028205398643397937,0.6943942044652103,0.504125608241478,0.118517296934005,0.15404502160402053,0.17921874721691536,-0.16753464683584265,3.1416207373020018,3.223936751460086,3.141281563987389
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.15,0.14999999999999997,False,-0.48585884334822116,0.00033080538099145967,0.0029349996555266076,0.7574518336256773,0.517331988836849,0.11296652120005776,-0.3500003838893385,0.18327868655787655,0.10000005134129512,1.9753924122097422,3.140304317957486,4.121004773313468,0.2566832197935896
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.15,0.14999999999999997,True,-0.4913876372216941,2.859598619484673e-09,0.03835134578904342,0.7662552237508743,0.5051475390581147,-0.2802733056846635,0.15996942895364563,0.2684047876530361,0.08847992047302386,5.340138061617337,3.13989645992516,2.055741403148141,3.2426859454252033
