ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.07500000000000001,-0.11249999999999999,-0.4673440018635389,2.327614943800135e-09,0.0093452869311169,0.7035743465832801,0.5135715212315478,0.030037492318215786,0.23266144096512195,0.1686651419030942,0.13986702933741618,2.0087565414029154
A1,A2,A3,B1,B2,phiA1
3.6982084061776277,-0.3467226505904364,-0.29937163859017346,-6.112443884376262,0.2768341111902828,0.05625222510019511
ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,-0.07500000000000001,-0.11249999999999999,-0.48108056894906626,2.405270052391445e-10,0.005309513578023313,0.7448756396871185,0.5197964671824478,0.2627555803499208,0.1869722417325519,0.32938241584011957,0.137070709681483
A1,A3,B1,B2,B3
3.825717520555827,-0.26345592374354965,-5.271338920920243,0.25934809855243657,0.21305179842556754
