ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.0,-0.2625,-0.4591128043800187,5.587538093495429e-10,0.05268836946860894,0.6795534530201284,0.5073336824511419,0.0,0.16869545277009537,0.15522939740562627,0.0,2.020549262400416
A1,A2,A3,B1,B2,phiA1
3.582412144709224,0.0,-0.968447544380524,-6.2624350150031205,0.0,0.024305002455093757
ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.0,-0.2625,-0.4626621749945902,6.567435077543393e-10,0.008657269132136687,0.6934563812145356,0.5113968247769638,0.17913362558256557,0.16600268737774188,0.0,0.10950237348802717
A1,A3,B1,B2,B3
3.588074282134812,-0.9215961327413424,-6.358691351238122,0.0,0.427380353329454
ans,J2,J3,Energy,Sigma,gap,L,A1,A2,B1,B2,B3
q0,0.0,-0.2625,-0.4908674743447652,7.703186361391227e-10,0.0017410790139372136,0.787303453956243,0.5227268012125019,0.0,0.20723219455498118,0.0,0.33959846199099764
A1,A2,B1,B2,B3
5.699107852308316,-0.0,-6.018407994190511,0.0,0.8479883462086946
