ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.11249999999999999,-0.15,-0.4602234582074269,2.5983500580417567e-09,0.013534190166874483,0.6838453995512543,0.5092478109769497,0.030884753703909473,0.19049513569141216,0.15917662151447146,0.10622769491622736,1.8940820811348302
A1,A2,A3,B1,B2,phiA1
3.538724868690224,0.3446132268436486,-0.46368464623469663,-6.5978889018936115,-0.5374589662210383,0.04197975300712642
ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.11249999999999999,-0.15,-0.4509965437381391,1.0846691880412297e-09,0.032512982525239716,0.6614974682260318,0.5048009551976707,0.14137076485987338,0.15026359499030173,0.22475868064961366,0.07650945735712351
A1,A3,B1,B2,B3
3.3708591473669003,-0.4665157149474908,-6.941225372258941,-0.6871170299405094,0.2573496971081113
