ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,0.09000000000000002,-0.27,-0.457306389436207,0.0008379850596813813,0.6776235932048706,0.5080529487030163,0.04142008570208735,0.1384083012542833,0.16000000014498827,0.07119600110046295,1.8816438747398647
A1,A2,A3,B1,B2,phiA1
3.505751244268216,0.3089195566016409,-1.079525358023154,-6.600608948107199,-0.417887946468491,0.029935598444493786
