ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.12,0.14999999999999997,-0.49379349781436666,2.1536670739919392e-11,0.7825347680192712,0.5197409371109252,0.0457225609509062,0.37227159668690457,0.19330564071035988,0.18235426840789107,1.9432264990171018
A1,A2,A3,B1,B2,phiA1
4.015898723997303,-0.4678479825761051,0.5864198016709404,-6.663225526694532,0.10047518373116444,0.1383477887803583
