ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.21,-0.09,-0.47417800960318196,1.2136073946692609e-11,0.7222637914976984,0.5155800786156678,0.03648996332546578,0.25893618293138976,0.17495994373520699,0.1569600483727979,2.044263350694677
A1,A2,A3,B1,B2,phiA1
3.7290170953105193,-1.1301515279149175,-0.2201017146559333,-5.852096585252386,0.714706072120852,0.057375770801128406
