ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.3,0.09999999999999998,-0.4800974944238801,0.5478329806314479,0.015412154180244105,0.658581661190546,0.5270599998662345,0.1099999999985871,0.16790000000484323,0.35000000001050424,0.10999999990694109
A1,A3,B1,B2,B3
2.9198310436129304,0.14210854715202004,-6.663392060346496,-2.051414593751133,-0.21216362000586741
