ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.3,-0.3,-0.43607162465530314,3.5015551227805535e-12,0.0972061588838468,0.6291351816775356,0.49211796765351984,0.05671419178327964,0.12793897772463408,0.159484055119467,0.04740448207514441
A1,A3,B1,B2,B3
3.0587199439935375,-1.4430123762565472,-7.330303031238827,-3.0178082255361005,0.48749893011290624
