ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.0,-0.2,-0.4651452838708787,0.0021512869783428855,3.630728260810214e-05,0.707350115279883,0.5147904616121944,0.10999999838090921,0.17518306839868403,0.0,0.10376475631482576
A1,A3,B1,B2,B3
3.70581343389631,-0.0004440892098500626,-5.897782262564988,0.0,0.21882495815361835
