ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.3,0.07500000000000001,True,-0.5670927504450175,2.261195557115677e-09,0.0072067294364259816,0.958795228661815,0.5229576255310417,0.3883934775147713,0.21836129818401986,0.4222658110779955,-0.19325084812168472,3.141695652160681,3.7209002973222216e-05,3.142874647971317
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.07500000000000001,True,-0.47025983199898497,3.3578437400000238e-09,0.0022648924938108044,0.7138267178337996,0.502057003881064,0.10809865669322108,0.15005711689574602,0.18430575709480793,-0.1714737990942548,3.142123251537059,3.2295950322948546,3.1408070710380205
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.3,0.07500000000000001,True,-0.5364829763232931,1.689563816897908e-09,0.002031213007137038,0.8793014236702771,0.5160120022904802,0.12010525426544896,-0.39941275604991894,0.193685978459739,0.35515132083565115,1.95075774490891,3.1393706797210545,4.112930997441799,5.29724573316408
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.3,0.07500000000000001,True,-0.5082953898643096,1.1515902094512367e-09,0.01673500405855297,0.8082124719335193,0.5048130477981423,-0.29294740697116295,0.16338768413433963,0.2778935265301559,0.10024735632802614,0.9174513867903858,3.140806453832511,4.227044618983119,3.254183470239633
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,-0.3,0.07500000000000001,False,-0.5023701774144648,2.489921573270854e-08,0.01346308155280838,0.7924654282205585,0.5072156187998483,0.0010263558600311085,0.16506617517033856,0.2681215188716002,0.10558588649078585,5.36182897448332,3.141787237421825,4.254140393206523,2.0701075644923685,3.235131801200228
