ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.22499999999999998,0.07500000000000001,True,-0.541280792440173,2.524083814406247e-09,0.007966005375842362,0.8956929598762238,0.5239228112941514,0.3721924602354277,0.21216185664032858,0.40667947692829515,-0.18188100822196124,3.141621572486769,0.00021312619597237605,3.1417615404311334
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.07500000000000001,True,-0.46710360588224126,6.642223019493073e-10,0.002415810959649122,0.7073422529878732,0.5040339989957555,0.11825994401009148,0.1541340168213496,0.18360311489115103,-0.17718716642920326,3.1417045921486753,3.2237863765852977,3.1406575936086614
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.07500000000000001,True,-0.5202299226717247,1.316997715731752e-09,0.002197675117479928,0.8410419408750177,0.5177184524757017,0.1212921742732417,-0.38526021265530563,0.19255146783940055,0.34578925679485917,1.9506452690050324,3.140188581642332,4.116854092183033,5.293294025846057
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,-0.22499999999999998,0.07500000000000001,True,-0.4979966022067841,3.5986167188367024e-09,0.016403297296023352,0.7831214341995817,0.507897605155988,-0.27004047357412586,0.16666560906481565,0.26730880713352284,0.0015509285208705481,0.8939510487197841,3.141869768874102,4.190306613959192,1.6820248541609657
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA1,phiB1,phiA2,phiB2,phiB3
q0_2,-0.22499999999999998,0.07500000000000001,True,-0.48819022229448705,6.095505478173497e-09,0.020640776955796903,0.7556500880509508,0.5041197756219433,0.07353608849549516,0.15377156625858468,0.25816870895730387,0.0695192667092559,5.290703349838852,3.1416833366500687,2.684197843333067,2.0349774608957225,3.2854795673781654
