ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,0.14999999999999997,True,-0.44177718400403343,6.660596255775198e-10,0.08504437839529781,0.6349563861208135,0.49987784925251044,0.12212851451952675,0.1361667353241695,0.19434383410953804,-0.0558218363069969,3.141589747543907,0.0002454584489499661,3.1436545760353827
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.3,0.14999999999999997,True,-0.47145950149879257,1.9619267566689016e-09,0.0017751245010342311,0.746941274670403,0.5206316295184087,0.32325042024299044,0.21420206732871355,0.20395325416804408,-0.33288944753231425,3.1417650557614993,3.1540436955232924,3.143300201896663
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,0.3,0.14999999999999997,True,-0.4498272663143357,1.7673979227250772e-09,0.004633966450728701,0.6683271661283878,0.5103381317298252,0.13866504764437135,-0.2126684730981018,0.16776309883635132,0.23489961260303477,1.8409399722039665,3.135468857578998,4.14429358880411,5.180670902809366
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA1,phiB1,phiB2,phiB3
3x3_2,0.3,0.14999999999999997,False,-0.47156891593348926,9.494810113052012e-08,0.05902924582656542,0.7164041271293317,0.5072859848731586,-0.2344440781023381,0.15840423731453576,0.0010037569941667435,0.08781004032829337,5.311414392672026,3.1402872994373134,3.6427612653339203,3.240994147996615
