ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.22500000000000003,True,-0.46789869734460926,1.270113344722585e-09,0.00497653549690036,0.7000539680969043,0.49840284046798233,0.10116724637503265,0.1300269293018186,0.1723458721113852,0.13097906173764157,3.1420826983402024,3.146868790812258,3.1407640464720608
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.22500000000000003,True,-0.5513036651943036,2.8171790233461753e-09,0.0024151130573724228,0.9178123164373622,0.5151550320686209,0.10496338088179247,0.41397614513407943,0.1904650096989246,0.3635364141026276,1.9632419666516565,3.145448818061807,4.202592401201283,5.308747913291576
