ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.14999999999999997,-0.07500000000000001,True,-0.48339901705827604,9.134057154975335e-10,0.0019522601198782488,0.7673371740150216,0.5216977221930572,0.3041520718443358,0.20478309098126218,0.20648743093413136,0.3258885485207273,3.141316411206996,3.1416508557008376,3.14167978866089
