ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.0,-0.3,True,-0.49390415693005285,8.185345625260905e-11,0.0017153583091894648,0.7941577159540439,0.5207606642482129,0.0,0.20183350615317727,0.0,0.33162189557867816,3.141550020129634,0.0,0.0
