ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.14999999999999997,True,-0.47229120668119556,1.88927747768729e-09,0.004316715597066378,0.7113465898606365,0.49758178365221084,0.09915870406987873,0.12813126465668065,0.1762740756277337,0.13648177325095678,3.1420868361371888,3.1471950971030997,3.141019016954707
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.3,0.14999999999999997,True,-0.5571363870742755,2.3335714307223423e-09,0.0024979512885180354,0.9304306976516412,0.5147176066811698,0.09639715981150092,0.40061071595762104,0.18756564170037954,0.3631661214758036,1.9682392200288845,3.146629533662075,4.210418264258729,5.309465281368977
