ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.15,0.14999999999999997,True,-0.4667365977046396,1.6053001863537135e-09,0.004315192053712622,0.699131334152264,0.5020398352334845,0.12312120161169665,0.13885055462578968,0.17477489698382842,0.15078083311589907,3.141782254256616,3.145269910546978,3.1421374775018736
