ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,-0.3,True,-0.48888429353848195,2.51661391909927e-09,0.0017429059901743174,0.7750220012845587,0.5181635833310457,0.2601814417744456,0.18916006057730528,0.20684632999401573,0.30106196075857644,3.1417384861482986,3.1407267501675507,3.1429396099736224
