ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,-0.07500000000000001,True,-0.47315956695590766,3.383854379256091e-09,0.002586781751991196,0.723782184667673,0.5117854818858045,0.1929876187182529,0.16482356137140658,0.18983495464831274,0.22584035231987087,3.141848653299895,3.1432086583837613,3.1416391960029553
