ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,0.26999999999999996,0.21000000000000002,-0.4777570628730743,1.232955615909544e-11,0.7347053565671775,0.5143966960962729,0.05647492385151122,0.3140414276576341,0.17606955614536532,0.1483365136880874,1.93627816755561
A1,A2,A3,B1,B2,phiA1
3.8260505868183965,0.7469580509663113,0.30053737279879494,-5.457190255383047,-1.2853051956416472,0.10347278588911374
