ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,0.3,-0.24,-0.4559148900347599,3.549174343518747e-08,0.67093969525345,0.5024755551453937,0.01141685291765432,0.12680953106860515,0.1480207631186426,0.04914919046152227,1.6563308693200913
A1,A2,A3,B1,B2,phiA1
3.5664804437047803,0.6877276526062664,-0.9171552406155536,-6.251166251117167,-2.077449323674435,-0.028810287500148246
