ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,0.3,True,-0.2847826372668742,6.697557304623657e-10,0.1321414242766874,0.5330161786226443,0.39719321690221865,0.11798785889467132,0.10175598779194027,0.15250136208873458,0.029255315508699916,6.281509358954621
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.3,0.3,True,-0.29125087736522,1.6328602032127304e-09,0.003760424412029303,0.5669335952433783,0.405312194464507,0.16230980072106907,0.13438839163772393,0.1265438963890402,0.15694593727720654,3.140973560513317
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.3,0.3,True,-0.2899907294790151,1.13635837457081e-09,0.004127740408155802,0.5636875699946311,0.4033380773179151,0.0939823467163058,0.1873219106530818,0.12415086763974195,0.1842845546075457,1.900236835477549,5.220681547495797
