ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.22499999999999998,-0.3,-0.4664975060452756,6.046632180513387e-05,0.09766344420630833,0.6979534308236583,0.5050413292750823,0.024399909222154178,0.14501698908146726,0.15451655429800887,0.15502943451807497,2.328004871104576
A1,A2,A3,B1,B2,phiA1
22.85183153816206,-119.084853089646,-1260.25900826221,-177.96120133084514,499.2682378635038,765.3915773397911
