ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,-0.3,-0.03749999999999998,-0.5495282813589989,1.9722900018643663e-11,-0.009422763824851108,0.9239554242324524,0.5221295037644488,0.3651749752649855,0.21662354664128247,0.412132752071944,0.18123736961475265
A1,A3,B1,B2,B3
5.307865258430411,-0.10014211682118912,-5.71076519406688,5.347944309619379,1.177058450707591
ans,J2,J3,Energy,Sigma,gap,L,A1,A2,B1,B2,B3
q0,-0.3,-0.03749999999999998,-0.47328335152360956,1.4904392015412905e-11,0.00424176566259604,0.714135353720122,0.5037710426169975,0.13666325231211637,0.14920377835140117,0.18377877472214124,0.17732116828165012
A1,A2,B1,B2,B3
3.122724301363178,-3.398559211831298,-7.55373541494464,1.1008971512183052,0.06611378111642807
ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.3,-0.03749999999999998,-0.48288051151682654,2.501875032510263e-11,0.008852515960664614,0.7472693363163381,0.518086175553704,0.037478075970266436,0.29869640415696636,0.1833118617572052,0.1705239486392509,2.022067443179471
A1,A2,A3,B1,B2,phiA1
3.853251051566531,-1.7174039967926547,-0.0801581023779363,-5.4466431365085555,1.0157430452295557,0.08736985579460566
