ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.07500000000000001,0.3,True,-0.5168571693509794,2.2985594287595845e-09,0.003839161590092935,0.8344032799596973,0.5165012399036335,0.385375087940791,0.19685690348112883,0.38624016149643137,-0.14275343451966974,3.1414093700309715,0.0005433293165567128,3.141314348446965
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,0.3,True,-0.4582617638595359,1.8894166869893184e-09,0.005118042559951221,0.6781697372959179,0.503726202504011,0.11416517678301444,0.15021032198621068,0.1695904857724926,-0.14681392015582773,3.1416916940550164,3.214416175780847,3.140755549566062
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.07500000000000001,0.3,True,-0.5258289080016936,3.764670654691351e-09,0.0025133165213694067,0.861106721189434,0.5153600916126447,0.14667600030285938,-0.437669976006753,0.19893317601234056,0.3610580438767561,1.937520100769062,3.140655732804529,4.101215048513067,5.29971018305096
