ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.07500000000000001,-0.22499999999999998,True,-0.48205878461396534,3.53860393258295e-09,0.0019027726926019958,0.7564256241024271,0.5194623835693274,0.25422454164215286,0.19232751924994967,0.20406060895908398,0.2966043327918241,3.141331313080675,3.1422165986769097,3.1438985722878825
