ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,0.14999999999999997,0.14999999999999997,True,-0.4632607658330253,6.477633160654926e-10,0.0029157491168872868,0.7049707669698528,0.518528432818776,0.2397678105960939,0.18857300652617714,0.1888173216686272,0.2569944296011768,3.1416504259229012,3.1418071025797563,3.1418784111060036
