ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,-0.22499999999999998,False,-0.5375849840848422,1.7741827369999108e-09,0.003263366648626402,0.8957256942704306,0.5229626063976591,0.00018487719016097026,0.21478271384833836,0.40894485591239826,0.18381832640035398,4.713020560078205
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.22499999999999998,-0.22499999999999998,True,-0.4789798450332944,1.204267432393359e-09,0.002190907503330991,0.7381601034958443,0.5119172114624913,0.19510713184777334,0.17088579767814382,0.1959084769098937,0.24147729629588185,3.1413921822575834
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.22499999999999998,-0.22499999999999998,True,-0.48909306016505105,1.1437705318916264e-09,0.005274512169132715,0.7567284022563692,0.5152759067452009,0.07071718917709441,0.2693919282772706,0.17594577329679992,0.2927217333298798,1.978659731540011,5.271990183963829
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.22499999999999998,-0.22499999999999998,False,-0.5054894785623542,0.0274004324350208,0.1392091079579632,0.7780980094386167,0.5027415723672983,4.339316404811111e-06,3.603206621960453e-09,1.4012846831557013e-05,7.324650996842763e-09,4.71227886158594,1.5710382223731594
