ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.0,0.0,True,-0.4714289328232705,9.984724199808048e-12,0.007656108070262105,0.7177063701226779,0.517086149446523,0.0,0.17794583572459133,0.0,0.0,0.0
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.0,0.0,True,-0.4679014637270737,6.166697678883344e-11,0.0026299705421400717,0.7137540496120576,0.5162152267206273,0.0,0.18036081864578454,0.0,0.0,0.0
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.0,0.0,True,-0.45999201097905845,2.0426342180167275e-11,0.14012218573212878,0.6812434142130642,0.4993262051330299,0.0,0.0,0.13903326603898536,0.0,6.283065466552102,0.0
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.0,0.0,False,-0.5054894798911111,1.1178427064673324e-10,0.13920937826823254,0.7780914727916428,0.5027373478733104,0.0,0.0,9.522492397967541e-06,0.0,4.712311265232556,0.0
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.0,0.0,True,-0.45697654874856375,2.52352263471773e-10,0.03364983913983352,0.6818958918499413,0.49901953149580924,0.0,0.14328995476515013,0.0,0.0,3.1417111981741943,0.0
