ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.22500000000000003,-0.3,False,-0.44396432008045944,2.4644548263103376e-09,0.06283147924648268,0.6452611831668701,0.5010235528926902,0.00016518450238228732,0.14182210442345014,0.20626247980070947,0.06554391389212616,1.5692813117767024
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.22500000000000003,-0.3,True,-0.5287176356858957,1.800264022715823e-09,0.001645082139888078,0.8924145127789521,0.5201641719654317,0.38455796999413994,0.23214024379944226,0.22420702420782843,0.4139421281308968,3.1415239540503004
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.22500000000000003,-0.3,False,-0.46157749311034907,1.2630372637362044e-09,0.005406847064341571,0.6898358397470141,0.5102938357556535,0.11726192751198361,0.18431457078491076,0.16616335267357324,0.00012657324739184794,1.889464090351119,3.629406370049768
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.22500000000000003,-0.3,False,-0.5141314143301042,0.023998471411198777,0.10421417792146369,0.8026428274851388,0.5010936856138676,0.1789896637429933,1.945969729799657e-08,2.453120259707231e-05,1.8261862300139597e-09,4.712141206821121,3.1417531224248663
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.22500000000000003,-0.3,False,-0.45697653695368984,1.2951768953689093e-09,0.03363911931099126,0.6818853882577289,0.4990137088681325,2.606144471989369e-05,0.14329185042580686,0.0001359285112656483,4.15464103774299e-05,3.1415588897866815,1.5698479015607858
