ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,-0.22499999999999998,True,-0.4762723236367127,7.771043231340112e-10,0.005509860162935437,0.7313634192324794,0.5176567062167183,0.23176813131390137,0.1818850020144466,0.3116630923578131,0.13364227345922167,6.282814568652356
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,-0.22499999999999998,True,-0.482058810368566,2.4237810782654316e-09,0.001925583987513245,0.7564315505893354,0.5194605166769322,0.25406491234520795,0.19234158179049485,0.20405176985343082,0.2966182324004684,3.141855289157506
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,-0.22499999999999998,True,-0.46824639066159374,1.4528213901230588e-09,0.016894703365534617,0.702775190401055,0.5112871292141222,0.06845497434854186,0.20880141666046353,0.16360031853911844,0.25118443531877116,1.9987200383871653,5.259356597362075
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,-0.22499999999999998,False,-0.5054894765131268,0.004946089513522073,0.13920739115307978,0.7780913338614891,0.5027372612450856,2.2759777753011967e-05,2.091424700090272e-09,2.4706876189883875e-05,1.6275433889489932e-08,4.712119158214346,4.712062898486714
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.07500000000000001,-0.22499999999999998,False,-0.5124014071921522,1.9571646045682647e-09,0.015074611643657821,0.8069195879668604,0.5029778371534303,6.159293979401959e-05,2.256416885706991e-05,0.20700019076962867,0.00012463472857118796,1.5711039990577318,0.0019421808306288035
