ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,-0.15,True,-0.4967899473448302,4.1251173664635196e-09,0.004112095163768976,0.7881551309805386,0.5224121375185796,0.2912196287645826,0.19810461934043155,0.3582930247467851,0.15664282161682624,6.281521115124981
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.15,-0.15,True,-0.47479181291521,7.986337597114769e-10,0.0023346110476100993,0.7286720545332946,0.5134423029525199,0.20120833618073564,0.1737189866650305,0.19390918672235566,0.24179130534787338,3.140850175313915
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.15,-0.15,True,-0.48272224134216224,5.254449610165523e-10,0.004878445513047135,0.7422559124527643,0.516029031459695,0.07759922448060547,0.27117665743738023,0.17608625965080293,0.28865261039254103,1.9716496528182068,5.269327123879436
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.15,-0.15,False,-0.505489477410137,0.012177971890413171,0.1392033887682832,0.778093268962495,0.5027385113848211,5.285010275396518e-05,7.45562073189987e-09,1.8699825877710463e-05,3.2252963355627884e-09,4.712259943365574,4.711711492175928
