ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,0.0,True,-0.4376806738850047,5.412607345984914e-10,0.08476615185383696,0.630406184621742,0.4954197205113581,0.0,0.13206364822303915,0.17469104643308322,0.0,0.0
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.3,0.0,True,-0.4948492852285652,8.544521912223793e-10,0.0020163561036171734,0.8027141465022448,0.5223530859020384,0.35961424394505803,0.22476330057786653,0.21375846793596903,0.0,3.1417345469359823
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.3,0.0,False,-0.48408308499332753,1.3957589728600035e-05,0.002222277242905118,0.7611366429914426,0.5211339193089958,0.18168234940336572,0.0,0.198538994560561,0.010000288720770995,1.926143166157106,3.7407592151710376
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.3,0.0,False,-0.5179374991113979,0.036514701292139434,0.09016881027171884,0.8125663397217838,0.4996080140561862,0.1904345847974498,0.0,0.00013015433907240248,2.392690878760817e-09,4.711011326186134,3.143116910062499
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.3,0.0,False,-0.4402396586848587,1.7086089512870046e-09,0.08213459136138286,0.6408764395785781,0.49429254378011644,3.5796755729522955e-05,0.12988589642838969,0.15634557891931442,0.0,3.141666275420937,0.0007414756967100528
