ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.07500000000000001,-0.15,False,-0.4602767337866687,1.190770182951374e-09,0.011385615505028902,0.6878137615445322,0.5125412595050846,5.6235782798230716e-05,0.16608774650969285,0.27665647038381125,0.10105955305876324,1.5709030348345085
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.07500000000000001,-0.15,True,-0.4848786869124976,2.4708649280852565e-09,0.0019043263768610509,0.7719099440998898,0.5232690010316957,0.3005485836011636,0.20805493666480898,0.20881897488700893,0.3350232882377832,3.1423030315857976
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.07500000000000001,-0.15,False,-0.5080277239792823,0.0035103108782975423,0.12943252872259936,0.7849353795262556,0.502621323500905,0.1456709742604329,9.170185399920427e-08,4.9424714666096436e-05,1.0282092705038437e-08,1.5712310510080627,3.140679193881319
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.07500000000000001,-0.15,False,-0.45697652799558564,1.0257754143266257e-09,0.033640906093359714,0.6818986056812779,0.4990225323566505,6.589783890675882e-05,0.14329270223172832,0.00035993169062129016,3.4524228897658826e-06,3.1416240302844556,1.5687005183994553
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.07500000000000001,-0.15,True,-0.45568627193860795,7.866476013340604e-10,0.016481091878293056,0.673428419412089,0.5081502885760042,0.08146462225111807,0.17766465508684764,0.15715153203347265,0.22532158437934474,1.961856041888786,5.2237873016709
