ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,-0.3,False,-0.47387985813774414,3.473620071322319e-10,0.005631904388680193,0.7246465638261819,0.5160145428870712,0.21348104204874999,0.17859712427815,0.3009841317997211,0.13185163972034075,9.87393340355775e-05
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,-0.3,True,-0.48924091446216045,1.2816633201033612e-09,0.0017395913120735415,0.7789955136022492,0.5209751780818871,0.27619577983171223,0.19970415161011187,0.209519808762552,0.32169110863884115,3.142207091909947
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,-0.3,False,-0.45761725454653507,6.372882082302469e-10,0.0766616113598486,0.675343076712462,0.5054195482101552,0.052966978843781154,0.15415413458892757,0.1512137116300143,0.00024970995773992977,2.0785765332285946,3.720067818399394
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,-0.3,False,-0.5054894783298113,0.006609987655044458,0.13920548051443776,0.7780948962928123,0.5027395626777403,9.075602377306424e-05,6.785890904748015e-09,2.5633959447574073e-05,1.1729481469435754e-08,4.712169908308383,4.712150343901289
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.07500000000000001,-0.3,False,-0.45697655413005495,1.6386400768167346e-09,0.033637826030029475,0.6819044621278405,0.4990245242526879,7.496031760240163e-05,0.14328893428063835,0.00016721817611212164,4.743204402724022e-05,3.141521244706436,1.569737517612719
