ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,0.07500000000000001,True,-0.5142667722563147,7.934588706098584e-10,0.0040746782179676535,0.8330159113379842,0.522431964480482,0.34950941708081124,0.204479360239724,0.3864475246761704,0.16074509222559563,6.28266570886213
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.15,0.07500000000000001,True,-0.4650325429666171,1.3059764275132836e-09,0.0035367340837437564,0.6965865020108527,0.5063127345871762,0.14806570364144928,0.15551484473472416,0.17890697411637319,0.17644038757245825,3.1436866799606635
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.15,0.07500000000000001,True,-0.5061606754505643,2.06175409435887e-09,0.0025798006809697083,0.8095390418514079,0.5192697698852609,0.10218245299052786,0.37079473796402707,0.19284627313226946,0.3369846059210815,1.9473731539121977,5.2888128996867
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.15,0.07500000000000001,False,-0.5051651029102838,0.01145778106936638,0.13851047347173917,0.7777864264895125,0.5027236572549332,0.00014569167632660918,0.01937729082181555,2.152778661226873e-05,3.95655813667517e-10,4.712257995885657,4.71126887333913
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.15,0.07500000000000001,False,-0.45697655088675887,7.656170943683371e-10,0.03364788509501918,0.6819012880891273,0.4990240474208584,8.972591008848951e-06,0.143292355601791,9.023132826424529e-05,2.947690068555442e-05,3.1415030206464856,1.570324534313055
