ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,-0.22499999999999998,True,-0.4369584977630575,2.440219066927291e-09,0.09505953840171107,0.6297568090418179,0.49304877911448397,0.062003816543377784,0.1287183320330016,0.16195242894576642,0.04776031632178344,0.015888588738706848
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.3,-0.22499999999999998,True,-0.5309821323959417,1.129172058080645e-09,0.0017351020569503287,0.8961688916292802,0.518513538549816,0.3947090949437843,0.2339975218990124,0.2237230279296709,0.4181924630295365,3.141745077743081
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.3,-0.22499999999999998,False,-0.46736265939702987,5.852501582777168e-10,0.003319003027708587,0.7092676634145816,0.5138897012489445,0.1500388408584119,0.22310145162622008,0.17763076254988103,3.971968741445231e-05,1.8927630430551017,0.5168286647932674
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.3,-0.22499999999999998,False,-0.517876403516599,0.03736351068369672,0.0895886203003498,0.8129062983130296,0.49946423836179543,0.1929674509429966,7.860070372345263e-09,3.322219456555753e-05,1.8880266794418787e-10,1.5711523550767716,3.141390616494938
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.3,-0.22499999999999998,False,-0.4402396518897464,1.7571930754017231e-09,0.08212594955083355,0.6408739310815,0.4942927352462536,9.47222693328445e-05,0.12988313438545848,0.15636361236871027,5.501695977659663e-05,3.1415491924017775,6.282738373751617
