ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,-0.3,True,-0.4892306501686231,2.0743617474177043e-09,0.004219991235858323,0.767127347716751,0.5202009029232292,0.2541428176419407,0.1921108759472172,0.33776457769934376,0.15274685753360584,6.282817434827781
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.15,-0.3,True,-0.4855190166104354,1.3214639965867e-09,0.0018358134594924722,0.7633573919343977,0.517807322217636,0.24423858929111397,0.1885006155047731,0.2049383981099124,0.29233893169114994,3.141865769343453
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.15,-0.3,True,-0.47400533850742665,1.3066959389802788e-09,0.019406086217583784,0.7160392375427836,0.5113316363732083,0.061678770448949635,0.21203712079145262,0.1646821612306674,0.2578435090959367,2.009029212371956,5.266200119972996
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.15,-0.3,False,-0.505489477992531,0.015030368860755943,0.13920512576586203,0.7780916976369185,0.5027374960662003,4.1393977808945603e-05,1.0771281200305793e-08,3.0487506490595173e-05,6.816427394751301e-09,1.5710191762852102,1.570980630183363
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.15,-0.3,False,-0.4669756507547825,5.950485030857516e-10,0.020923676268467552,0.7074975205327613,0.50057524051215,3.5106297131151415e-05,0.14952199981277275,0.1874227800692474,4.075041490200034e-06,3.1415275512047085,6.283028175223998
