ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,0.07500000000000001,False,-0.5379349815043994,1.7312406328125864e-09,0.003537296211431636,0.8929333216327533,0.5223160336650192,0.37166295434125113,0.2124633234285861,0.40700044917863404,0.17542446181729324,0.00017041360018144047
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.22499999999999998,0.07500000000000001,True,-0.4668684517092407,1.5860982890958487e-09,0.003660154702755394,0.6991347429673247,0.50351796021645,0.13218850559245457,0.1492896224329002,0.17798890675113901,0.16312828957088793,3.1412870332539393
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.22499999999999998,0.07500000000000001,False,-0.4642076909915274,0.00034679523897907476,0.11650724242837801,0.6900748906887035,0.4942956340790311,0.05832499046917855,1.0671186167487967e-06,0.1320170515984096,0.16302076727793272,0.6997069789080657,4.069328938297001
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.22499999999999998,0.07500000000000001,False,-0.5006013315983332,0.024885225258934274,0.13342134986617737,0.7752654541479188,0.5025057096026083,8.044939243972982e-05,0.17752157294551474,4.759350619890079e-05,6.552557108019386e-10,4.711983644145585,4.7116779246437295
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.22499999999999998,0.07500000000000001,False,-0.45697656495689754,2.671886919209757e-09,0.03363468585507666,0.6818973593643957,0.49902054647085486,3.345220494582746e-05,0.14329017182165008,0.00012440471709471157,0.00018012143969814431,3.1412300291019535,4.713110591351679
