ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,0.3,False,-0.3921622425757063,0.02843004890918123,0.03986399654104535,0.606572693406596,0.44313170064801644,0.4499962820595427,0.09155649963513471,0.0010214431932438761,0.09591080389042922,3.1410681433440506
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,0.3,True,-0.4576580544135045,1.5113048237404058e-09,0.005297870518871523,0.6761182057337246,0.5030862575953523,0.1263370203191974,0.14893057305731414,0.16837193797300404,0.14184945200985768,3.1407226848743677
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,0.3,True,-0.5268233586842114,1.9230694053412705e-09,0.0022850044551929478,0.8643025742615054,0.5155545673566057,0.12163441491570626,0.43902562127965333,0.20003881048473793,0.36195212476543875,1.9363152912635822,5.30008885416547
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,0.3,False,-0.5054894746759157,0.006609961218769332,0.13920494746164777,0.7780844507401388,0.5027328160901898,2.877736865902758e-05,2.051612107978329e-08,3.703970916021926e-05,6.86105533498349e-09,1.5711307592578374,1.5705220389442365
