ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.07500000000000001,-0.22499999999999998,False,-0.4610859766558062,8.905108757977972e-10,0.009804452181826798,0.6909345614800805,0.5131572863117483,0.00017629852167255766,0.1676757068585633,0.2817031380116797,0.10664185915022112,1.5697069316850356
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.07500000000000001,-0.22499999999999998,True,-0.49388383951034387,1.2562361060090782e-09,0.0017499597227462443,0.7986996615078685,0.5236779324164712,0.3203981621673705,0.2143087855863841,0.2140208468965789,0.3573363056799929,3.141672207070467
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.07500000000000001,-0.22499999999999998,True,-0.4536298861392937,8.240708854496516e-10,0.039141813224534805,0.6671908247176668,0.5056444312005984,0.07213433211010405,0.15439452359672345,0.15226560353601673,0.21253118055059822,1.9871075178175392,5.229734955710258
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.07500000000000001,-0.22499999999999998,False,-0.5079993772530482,0.004517076036045087,0.12896690379302705,0.7852512492009847,0.5025997343320617,0.15277468942451722,1.3901425677254053e-08,3.048378699077592e-06,9.801014805299602e-09,4.712353991588771,3.1412412614674117
