ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,-0.15,False,-0.5350877666169511,1.4207270996457184e-09,0.0033331129905477433,0.8887109209441654,0.5231029401180561,8.78503632784633e-05,0.2137713624522119,0.4063505983078386,0.1810335628024633,4.712726269672588
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.22499999999999998,-0.15,True,-0.475004861662105,1.4383985559832073e-09,0.002480856249544993,0.7253218692548474,0.5096773849362825,0.17652882015700733,0.16446199689833121,0.19088864864265118,0.2189220486723634,3.1419746713128816
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.22499999999999998,-0.15,False,-0.4612119487443041,2.4159055246813676e-09,0.0368953551574676,0.6853075030997017,0.5081753201114825,0.052262212275481,0.19114125401006138,0.15583838877768325,0.00014631618772870114,2.041126079294461,3.7021680669963843
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.22499999999999998,-0.15,False,-0.5054894797799886,0.0262119333230143,0.13920777059544656,0.7780913276131151,0.5027372543137374,1.3588799835873022e-05,1.1092685769931165e-08,1.1618098786747577e-05,1.339583832749014e-09,4.712300311868987,4.712250936544497
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.22499999999999998,-0.15,False,-0.4723728250243003,2.3548456146037255e-09,0.017525115535197325,0.7212768363648031,0.5011035690257138,2.7901162572194817e-06,0.15232737395410026,0.19190378548012038,8.862183470929789e-05,3.1417494089403935,6.282132352912467
