ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.22499999999999998,True,-0.4467869970598047,9.258906415818046e-10,0.05183268964708869,0.651316146809638,0.5008825345429808,0.11100958997893057,0.14305063125988415,0.20267943576317313,0.0680967928448922,6.280560395588253
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.14999999999999997,-0.22499999999999998,True,-0.5037580519553694,7.748269742772865e-10,0.0017157450763566583,0.827767528390071,0.5233691935922034,0.34959471371629647,0.2229024854766979,0.21819418276780836,0.3825256025920061,3.1417007437232707
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.14999999999999997,-0.22499999999999998,False,-0.46247455740361204,4.606318514198098e-10,0.0063331722917088695,0.6914235214066099,0.5115135606276774,0.10506132540745383,0.19853993432442818,0.16623135059851837,5.059995135725526e-06,1.9259351263173956,3.6517527151016997
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.14999999999999997,-0.22499999999999998,False,-0.5109012236307381,0.011799536182014361,0.1178583076841157,0.7930943178078705,0.502146443715201,0.16150891016919933,7.54323381535471e-09,7.06654067095247e-07,1.389734355372596e-09,1.5708138950338704,3.141716121714595
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.14999999999999997,-0.22499999999999998,False,-0.44807714678048477,1.0296959541531996e-09,0.05621370586008158,0.6596207782166194,0.4968668515354766,2.227991679753907e-05,0.13659507326923703,0.16692631149939366,2.598444655452041e-05,3.141710338054541,0.0002095880043813919
