ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,0.14999999999999997,True,-0.43738760608183475,2.915337734631627e-09,0.0751527369054052,0.629564143202632,0.49511542875720604,0.0010106661880079915,0.1316938120490288,0.17284253501319022,0.042805150144330006,1.561432458516692
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.3,0.14999999999999997,True,-0.47553822757523256,2.637320362383342e-09,0.002408856436563887,0.747444098888049,0.5227933136384467,0.32139385957133076,0.21384684367794632,0.20302309105417127,0.3354037438208814,3.141387016066051
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.3,0.14999999999999997,True,-0.44917201907384635,8.798546340126513e-10,0.00401115585794887,0.669443968125346,0.5104857375342253,0.1436349853097287,0.21915304254797635,0.16949335567863164,0.23855607901319956,1.8457308404128876,5.188868226401206
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.3,0.14999999999999997,False,-0.49792345367976976,0.034210392561127435,0.07539164411626258,0.791144326431458,0.49381773175505705,0.20600200996284374,0.2299708965467647,0.041976442521650406,3.4376485495025315e-09,2.013533927277834,2.6570839596649964
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.3,0.14999999999999997,False,-0.50606072475514,1.001786706026379e-09,0.01667916608988485,0.7915010893177615,0.5030237132242011,9.81025366020849e-05,2.52322829979168e-05,3.4137793617244894e-05,6.056770274848189e-06,1.5712069506012343,1.5706686876610414
