ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,0.22500000000000003,False,-0.43725458655511484,2.3993376207198294e-09,0.07086376943940159,0.6292051330780029,0.49498008529707693,0.0006956288781272968,0.13151418414111948,0.1720489258436317,0.04143193156237468,4.717600779129951
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.3,0.22500000000000003,True,-0.46777852288486466,4.1600041650573434e-09,0.0027341695436106585,0.7235884173430236,0.5217888498102417,0.29690507880361655,0.20651102057593973,0.1962122827938491,0.30702937952817216,3.141798253909691
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.3,0.22500000000000003,False,-0.466361350865435,0.0031814953005497248,0.13119680674296624,0.7069631739309322,0.4915983759576258,3.3484250372417534e-09,0.31185119498171204,0.1292511384589559,2.5711762309810204e-05,6.283149890601563,1.570996919672538
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.3,0.22500000000000003,False,-0.4920166774338409,0.03459872026553989,0.07867222912311546,0.7814252374238608,0.4903973932728795,0.21605068758618415,0.19899324491720394,0.051075014322034845,1.1294222110357403e-09,4.170333991587675,3.731164316015059
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.3,0.22500000000000003,False,-0.4402396577360532,1.093671364093835e-09,0.0821301473113738,0.6408750274957862,0.49429089793739384,4.785656051627872e-05,0.12988506332304908,0.15634320121016237,1.0076331397331296e-05,3.1414783314790236,0.000695848587367849
