ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,0.3,False,-0.44850897003590445,8.371934449847293e-10,0.08221555360993128,0.6541756607627025,0.5037455022789832,0.00011647782733720247,0.1473654881630276,0.22041629609389266,0.05807831985916884,4.712994116032517
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.14999999999999997,0.3,True,-0.45545005991568727,5.193947029170244e-09,0.004192104737861539,0.6784838751623035,0.5124906795467993,0.1917623987230625,0.1726752949618783,0.17556685763810267,0.1999875845847066,3.143910108476287
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.14999999999999997,0.3,True,-0.48198148109843375,2.1294111266296036e-09,0.0025878132496566465,0.7589725088892931,0.5185756817140621,0.16121827012240098,0.3871368029976919,0.19448076986840032,0.33143129565401225,1.925066432223909,5.281323846141211
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.14999999999999997,0.3,False,-0.5108530355536919,0.012947448408711324,0.1172276931327878,0.7934799484556825,0.5020809515000494,0.16626556298467365,1.2324840981126073e-07,2.5389154508448364e-05,5.019931748062589e-09,1.5710636720080173,3.1409464604590625
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.14999999999999997,0.3,False,-0.4569765461524424,5.958509757842899e-10,0.033645590103362336,0.6819025773989823,0.4990227523232406,1.0358521238207352e-05,0.14328764248127912,5.438993189735286e-05,4.43550848608365e-06,3.141592407662377,4.712849951565545
