ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,-0.07500000000000001,True,-0.5017240510069748,1.0102513715456616e-09,0.004079662859407445,0.801320223994676,0.5229510173346081,0.31074775046423686,0.2007176357565563,0.3682885451730979,0.15860861895457376,6.282672285000125
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.15,-0.07500000000000001,True,-0.4708330810069949,3.4753736405103504e-09,0.002669725951867975,0.7156149110367891,0.5109734436214691,0.18136454983226852,0.16691377611937178,0.18852979843244252,0.2177711066390121,3.1431178858928166
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.15,-0.07500000000000001,True,-0.48893916257476777,1.543397639997568e-09,0.0036123688940858318,0.7608099969416938,0.5179225267490075,0.08609029480046328,0.3046591819997585,0.18215508088862276,0.3055090674506696,1.9609241694564938,5.275933548051126
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.15,-0.07500000000000001,False,-0.5054894790247721,0.011464875430367845,0.13920131269031066,0.778089397508231,0.5027360086378884,4.199415683842078e-05,1.0540914890944109e-07,1.93500764846255e-05,2.6564014321550644e-09,4.7121427282392725,1.5711974855149764
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.15,-0.07500000000000001,False,-0.456976556695736,1.2487240479288612e-09,0.03364468555966766,0.6819011554708859,0.4990215943728096,1.2805991139230866e-05,0.14328711471680333,0.00014310608561926563,4.7650196265375255e-05,3.1414399966773767,1.5699845692519938
