ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.22500000000000003,-0.15,False,-0.4433779591068314,1.1172810044441507e-09,0.07977454132850643,0.6432282871908753,0.500403826962175,0.0003417699337888158,0.1407551869241904,0.20194945498883102,0.05963324034386447,1.5673081361724754
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.22500000000000003,-0.15,True,-0.5044425821415458,1.0099707126052922e-09,0.001802894435539941,0.8295868366613056,0.5226834326737936,0.36170658305165393,0.22594433537630276,0.2180331253829303,0.3887441353579187,3.141672594815253
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.22500000000000003,-0.15,False,-0.5142114808814948,0.022456185657040228,0.10517556308534172,0.8020785128437613,0.5012461070808497,0.17398106127801438,3.0520699245695226e-08,4.582107323997109e-05,1.0511917725164466e-09,4.711975717160049,3.141864188868583
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.22500000000000003,-0.15,False,-0.4519114704804357,0.0012764550448549415,0.13672672288183876,0.6659556305987395,0.5012006016209087,0.10426118270961798,3.750977935479405e-07,0.15005664768747706,0.14499375489682192,1.793666345806244e-05,3.6685681438369695
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.22500000000000003,-0.15,False,-0.4881873752434214,1.1802607528990332e-09,0.026451831328830708,0.7473912877916054,0.5025523559005728,8.865060597812446e-05,1.4491280580980481e-05,0.1939294096618807,0.00015096517677104515,1.5711508979045363,2.524882420518182e-05
