ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.07500000000000001,False,-0.47006702078524837,0.043315119030249684,0.05573598033016046,0.5895181503107289,0.471877187676696,0.050244813011462525,0.12222847797290357,0.4439852630542689,0.00528687336555686,3.3251698365378384
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.14999999999999997,-0.07500000000000001,True,-0.4838808390589079,1.209053361307472e-09,0.0019899014170659565,0.7709095231058299,0.5237631331508552,0.3139003513582996,0.2122068529293156,0.20883478570067482,0.3426872920217635,3.1422612150755005
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.14999999999999997,-0.07500000000000001,True,-0.451785987372862,2.3075184900687888e-09,0.008318841016351003,0.6666713164722473,0.5079413698561573,0.09801609875037684,0.1771828583527606,0.1582141674739134,0.2211359695053296,1.899006949738912,5.188572546793686
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.14999999999999997,-0.07500000000000001,False,-0.5109414688332047,0.010471739250789732,0.11855398835677015,0.7926379062811532,0.502208441331059,0.156102269405075,2.886834099546931e-08,4.439550793816638e-05,4.924757379676237e-09,1.5712588288445675,3.141020837901974
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.14999999999999997,-0.07500000000000001,False,-0.49393963225089266,1.550958418668308e-09,0.022126845422197467,0.7616724131919177,0.5028222649755072,8.950443352867543e-05,1.2125099584009424e-05,0.19762708114009755,1.966743309150809e-05,1.5709534691112634,0.0007891312188381683
