ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.3,0.22500000000000003,False,-0.5826744584937399,1.332434936011591e-09,0.0033660287170202926,0.9962901373976617,0.5179207598417535,0.4132083029879799,0.21818665687772767,0.4295356038210359,0.18516829332025342,1.544738736036777e-05
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.3,0.22500000000000003,True,-0.46623154147357365,3.382353404559301e-09,0.004667783520873953,0.6941527522489459,0.49840271790552176,0.1021992898916771,0.13829550329895382,0.17209228062214021,0.13043287442160886,3.1416105828181315
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.3,0.22500000000000003,True,-0.5046530719944878,2.209694751464881e-10,0.014127196674878608,0.804967389662459,0.4767850638440721,0.0027513731636654147,0.36509200492938354,0.11301293983904531,0.27556110063438305,6.2831448352636325,3.14173876555827
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.3,0.22500000000000003,False,-0.49762324559261806,0.04532565944878234,0.12848073767184584,0.7718678727452408,0.5017428302343138,2.0984097403919932e-05,0.11937197248626424,3.6819837601898e-05,6.556089560127987e-10,1.5710727189195854,1.5707600176823235
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.3,0.22500000000000003,False,-0.47801683347900104,7.735962425439619e-10,0.015170650906865611,0.7355747693061137,0.5014766744560717,3.2951119457476587e-06,0.15490182771192335,0.1960134677083579,6.5349885182418925e-06,3.1416170172371634,6.282828613434237
