ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.3,-0.22499999999999998,True,-0.5352224372787938,1.2490431438594407e-09,0.003040185310775602,0.8885986364269363,0.523552112982512,0.3316252672894013,0.2146322677175431,0.4003363606526519,0.1851006006293386,6.2829640384598235
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.3,-0.22499999999999998,True,-0.4796064100969958,4.630584663626117e-09,0.002305590918719241,0.7361836378687927,0.5082628857054468,0.17249428009179146,0.16226796361425602,0.19345519957810942,0.22091194304716616,3.14117904731456
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.3,-0.22499999999999998,True,-0.5020174574506174,2.2941269818585855e-09,0.004047344397106458,0.7900672984331581,0.5157914356778536,0.07190819752031406,0.29576944220368534,0.1806563142593263,0.3109113672535969,1.9719014998499589,5.278121889575341
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.3,-0.22499999999999998,False,-0.5054894744981071,0.04704797361409132,0.13919600445835437,0.7780990896593539,0.502742275327919,3.923235283398441e-05,6.094771964892942e-09,3.217188716286845e-05,4.040272283400981e-10,1.571161730985818,4.711865852128352
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.3,-0.22499999999999998,False,-0.47801683395833827,5.950240997789121e-10,0.015166103134879774,0.735569460780394,0.5014756190489561,6.966977838588458e-06,0.154901172906324,0.1959996937199307,1.3215226852369619e-05,3.141483353320973,6.282809886333235
