ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,0.030000000000000002,-0.035,-0.46811251006285504,4.151760745259855e-11,0.7073683569512855,0.5148148837537347,0.03925003628210716,-0.2521727661958809,0.1713052576052113,0.13737179088544096,1.9491540695765694
A1,A2,A3,B1,B2,phiA1
3.7556624470690245,0.11490808304847401,-0.07610578834635172,-5.919265078243938,-0.12390088955135799,0.07769968002354723
