ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.22500000000000003,-0.3,-0.4548418779584274,1.4148673191486355e-05,0.043645973261072245,0.6686224278382576,0.5032760155929278,0.025953658635022192,-0.13476731770219452,0.14840587875942704,0.07300222972611625,1.8331405553171298
A1,A2,A3,B1,B2,phiA1
3.404165838105655,0.5717648576819556,-1.3461454173580023,-6.729061752253074,-1.363964496903236,5.551115123125782e-06
ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.22500000000000003,-0.3,-0.4410901810699193,1.0636697541809e-09,0.08562618553968403,0.6386626117409481,0.4958271394389,-0.07659465473380664,0.133898646075174,0.17611942181042858,-0.0570564816900143
A1,A3,B1,B2,B3
3.125166792017353,-1.4150902671872245,-7.295164472509441,-1.927624726505428,0.47600812180803587
