ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.22500000000000003,0.3,-0.49331976055679105,1.7270632275463628e-09,0.004737065784727968,0.7839752569568212,0.516335083132451,0.06575082795940064,0.39118342324639904,0.1914106232676259,0.1792506922938753,1.9567900964801732
A1,A2,A3,B1,B2,phiA1
5.9577898170459775,3.22564197574593,9.340417328473904,-28.042457245192054,-22.1713758463693,1.7775558802668454
