ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.07500000000000001,-0.15,-0.464429577904268,1.5802775471414823e-09,0.02016794898060317,0.696178005233907,0.5109808065496604,0.03438480620725218,0.21125739605214616,0.16392607938167914,0.13771895058352693,2.055779714320518
A1,A2,A3,B1,B2,phiA1
0.05234701561107613,-19.415413721191044,-16.252554857487667,-13.092082973287233,21.631363367191625,1.731624843515078
