ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.0,-0.15,-0.4619767386628923,1.2740445378031283e-09,0.01796577469862075,0.690007706260708,0.5103102668489072,0.0,0.20485354364477892,0.16212293603694483,0.0,1.9986244374580544
A1,A2,A3,B1,B2,phiA1
23.8831732168876,0.0,-24.766966255640455,-8.874123658131339,0.0,0.33890834583161217
